iso_timestamp,london_date,london_time,subject,key_stage,specification,lesson_title,output_type,file_name,display_mode,parser_version
2026-06-15T15:06:28.240Z,2026-06-15,16:06:28,"","","AQA 4.3.6 The Media","Media and Crime (AQA 4.3.6 The Media)","PowerPoint","Media_and_Crime_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-15T15:07:46.363Z,2026-06-15,16:07:46,"","","AQA Further Maths","Chi-Squared Test (AQA Further Maths)","PowerPoint","Chi-Squared_Test_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-15T15:11:40.042Z,2026-06-15,16:11:40,"","","","Renewable vs Non-Renewable Energy Sources","PowerPoint","Renewable_vs_Non-Renewable_Energy_Sources.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-15T15:14:00.919Z,2026-06-15,16:14:00,"","","","Synergy Assist Lesson","PowerPoint","Synergy Assist Lesson.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-15T15:17:25.439Z,2026-06-15,16:17:25,"","","Vietnam Setting","Macro Description – Creative Writing (Vietnam Setting)","PowerPoint","Macro_Description_–_Creative_Writing_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-15T15:26:10.198Z,2026-06-15,16:26:10,"","","Greetings","Les salutations (Greetings)","PowerPoint","Les_salutations_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-15T15:29:37.631Z,2026-06-15,16:29:37,"","","Days of the Week","Les jours de la semaine (Days of the Week)","PowerPoint","Les_jours_de_la_semaine_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-15T15:33:20.469Z,2026-06-15,16:33:20,"","","","China's Natural Hazards","PowerPoint","China's_Natural_Hazards.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-16T07:16:31.379Z,2026-06-16,08:16:31,"","","","Synergy Assist Lesson","PowerPoint","Synergy Assist Lesson.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-16T07:18:03.596Z,2026-06-16,08:18:03,"","","AQA Combined Science P4","Revision: Atomic Structure & Radioactivity (AQA Combined Science P4)","PowerPoint","Revision-_Atomic_Structure_&_Radioactivity_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-16T13:08:55.261Z,2026-06-16,14:08:55,"","","AQA Combined Science P3","Revision: Specific Heat Capacity (AQA Combined Science P3)","PowerPoint","Revision-_Specific_Heat_Capacity_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-17T10:27:10.666Z,2026-06-17,11:27:10,"","","","Jan Groover Cutlery Photoshoot","PowerPoint","Jan_Groover_Cutlery_Photoshoot.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-17T10:27:24.591Z,2026-06-17,11:27:24,"","","","Jan Groover Cutlery Photoshoot","PowerPoint","Jan_Groover_Cutlery_Photoshoot.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-17T11:01:26.212Z,2026-06-17,12:01:26,"","","","Artist Research and Contextual Studies","PowerPoint","Artist_Research_and_Contextual_Studies.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-17T11:07:39.065Z,2026-06-17,12:07:39,"","","","Artist Study – Writing Contextual Analysis","PowerPoint","Artist_Study_–_Writing_Contextual_Analysis.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-18T11:08:00.224Z,2026-06-18,12:08:00,"","","Linear","Simultaneous Equations – Elimination (Linear)","PowerPoint","Simultaneous_Equations_–_Elimination_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-18T11:14:12.293Z,2026-06-18,12:14:12,"","","","Basic Angle Rules – Line, Point, Triangle & Vertically Opposite","PowerPoint","Basic_Angle_Rules_–_Line,_Point,_Triangle_&_Vertically_Opposite.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-18T11:14:59.573Z,2026-06-18,12:14:59,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-18T13:33:33.058Z,2026-06-18,14:33:33,"","","","Les pays et les nationalités","PowerPoint","Les_pays_et_les_nationalités.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-18T14:46:39.982Z,2026-06-18,15:46:39,"","","","The Eatwell Guide","PowerPoint","The_Eatwell_Guide.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-18T17:53:17.252Z,2026-06-18,18:53:17,"","","","Mi tiempo libre: opiniones y actividades","PowerPoint","Mi_tiempo_libre-_opiniones_y_actividades.pptx","default","mfl-v1-vocabulary-first"
2026-06-18T21:04:13.710Z,2026-06-18,22:04:13,"","","AQA 8300 Algebra","Simultaneous Equations – Elimination and Substitution (AQA 8300 Algebra)","PowerPoint","Simultaneous_Equations_–_Elimination_and_Substitution_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-22T06:03:47.252Z,2026-06-22,07:03:47,"","","7.3.4","Selection – If Statements (7.3.4)","PowerPoint","Selection_–_If_Statements_.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-22T07:10:10.134Z,2026-06-22,08:10:10,"","","","What Are Resources","PowerPoint","What_Are_Resources.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-22T07:24:42.442Z,2026-06-22,08:24:42,"","","","Memory vs Storage","PowerPoint","Memory_vs_Storage.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-22T13:24:08.787Z,2026-06-22,14:24:08,"","","","What Are Resources","PowerPoint","What_Are_Resources.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-24T15:46:10.674Z,2026-06-24,16:46:10,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v74-icons-display-mode-lesson-log"
2026-06-24T15:54:43.929Z,2026-06-24,16:54:43,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","default","v74-icons-display-mode-lesson-log"
2026-06-24T16:29:46.084Z,2026-06-24,17:29:46,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T16:45:41.549Z,2026-06-24,17:45:41,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T16:54:20.287Z,2026-06-24,17:54:20,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T17:03:58.670Z,2026-06-24,18:03:58,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T17:09:22.514Z,2026-06-24,18:09:22,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T17:16:44.772Z,2026-06-24,18:16:44,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T17:24:25.445Z,2026-06-24,18:24:25,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T17:31:27.240Z,2026-06-24,18:31:27,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T17:33:50.658Z,2026-06-24,18:33:50,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T17:47:00.759Z,2026-06-24,18:47:00,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T17:52:54.913Z,2026-06-24,18:52:54,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T18:04:43.136Z,2026-06-24,19:04:43,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T18:15:02.615Z,2026-06-24,19:15:02,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T18:22:33.356Z,2026-06-24,19:22:33,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T18:30:51.939Z,2026-06-24,19:30:51,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T18:33:15.289Z,2026-06-24,19:33:15,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T18:53:04.436Z,2026-06-24,19:53:04,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T19:00:47.078Z,2026-06-24,20:00:47,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T19:05:51.070Z,2026-06-24,20:05:51,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-24T19:11:51.483Z,2026-06-24,20:11:51,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T06:03:16.491Z,2026-06-25,07:03:16,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T06:07:17.080Z,2026-06-25,07:07:17,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T06:09:45.220Z,2026-06-25,07:09:45,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T06:15:33.874Z,2026-06-25,07:15:33,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T06:20:04.959Z,2026-06-25,07:20:04,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T06:23:24.163Z,2026-06-25,07:23:24,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T06:27:54.035Z,2026-06-25,07:27:54,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T07:25:02.991Z,2026-06-25,08:25:02,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T07:26:22.770Z,2026-06-25,08:26:22,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T07:45:54.039Z,2026-06-25,08:45:54,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:01:11.951Z,2026-06-25,09:01:11,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:04:20.470Z,2026-06-25,09:04:20,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:05:43.003Z,2026-06-25,09:05:43,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:07:49.639Z,2026-06-25,09:07:49,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:14:40.685Z,2026-06-25,09:14:40,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:24:12.961Z,2026-06-25,09:24:12,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:28:24.679Z,2026-06-25,09:28:24,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:31:02.861Z,2026-06-25,09:31:02,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:39:29.444Z,2026-06-25,09:39:29,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:43:44.781Z,2026-06-25,09:43:44,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:48:35.064Z,2026-06-25,09:48:35,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:51:45.553Z,2026-06-25,09:51:45,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T08:53:54.962Z,2026-06-25,09:53:54,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T09:03:08.464Z,2026-06-25,10:03:08,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T09:08:31.168Z,2026-06-25,10:08:31,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T09:10:23.174Z,2026-06-25,10:10:23,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T09:17:24.456Z,2026-06-25,10:17:24,"","","","Pythagoras’ Theorem – Finding Missing Sides and Problem Solving","PowerPoint","Pythagoras’_Theorem_–_Finding_Missing_Sides_and_Problem_Solving.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-25T09:21:28.157Z,2026-06-25,10:21:28,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T09:27:31.962Z,2026-06-25,10:27:31,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T09:35:51.589Z,2026-06-25,10:35:51,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T12:24:49.931Z,2026-06-25,13:24:49,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
